ident,name,lat,long,elev,cou
K8A1,Guntersville Municipal Joe Starnes Field,34.39939880371094,-86.27020263671875,615,US
K8A3,Livingston Municipal Airport,36.41210174560547,-85.31159973144531,1372,US
K8A6,Wilgrove Air Park,35.21385,-80.668284,799,US
K8B0,Steven A. Bean Municipal Airport,44.991902,-70.664597,1825,US
K8B1,Hawthorne Feather Airpark,43.06669998168945,-71.89949798583984,600,US
K8B5,Tanner Hiller Airport,42.35639953613281,-72.13009643554688,584,US
K8C4,Mathews Memorial Airport,41.76340103149414,-91.15290069580078,840,US
K8D1,New Holstein Municipal Airport,43.9441986084,-88.1135025024,992,US
K8D3,Sisseton Municipal Airport,45.670799255371094,-96.99620056152344,1161,US
K8D7,Clark County Airport,44.89500045776367,-97.71080017089844,1792,US
K8F3,Crosbyton Municipal Airport,33.623798,-101.240997,3018,US
K8F5,Greater Morris County Airport,33.126800537109375,-94.69879913330078,402,US
K8F6,Murdo Municipal Airport,43.8517,-100.711998,2263,US
K8G1,Willard Municipal Airport,41.0387,-82.724602,967,US
K8G2,Corry Lawrence Airport,41.90760040283203,-79.64109802246094,1766,US
K8G6,Harrison County Airport,40.238399505615234,-81.01290130615234,1174,US
K8J7,Tomlinson Field,47.6963996887207,-99.1312026977539,1533,US
K8K2,Harper Municipal Airport,37.2781982421875,-98.04350280761719,1427,US
K8M1,Booneville Baldwyn Airport,34.59080123901367,-88.64759826660156,384,US
K8M8,Garland Airport,44.80649948120117,-84.27619934082031,1218,US
K8M9,Providence Webster County Airport,37.424800872802734,-87.73609924316406,393,US
K8N2,Skydive Chicago Airport,41.399799,-88.7939,616,US
K8N8,Danville Airport,40.951499938964844,-76.6427001953125,559,US
K8S0,Starr Browning Airstrip,48.60139846801758,-113.11499786376953,4655,US
K8S1,Polson Airport,47.69540023803711,-114.18499755859375,2941,US
K8T6,Live Oak County Airport,28.36280059814453,-98.11650085449219,129,US
K8T8,San Geronimo Airpark,29.510499954223633,-98.79840087890625,1040,US
K8U2,Schafer USFS Airport,48.07963,-113.243294,4855,US
K8U6,Terry Airport,46.777099609375,-105.31300354003906,2283,US
K8U8,Townsend Airport,46.331199645996094,-111.48300170898438,3893,US
K8V1,Astronaut Kent Rominger Airport,37.71360016,-106.3539963,7949,US
K8V2,Stuart Atkinson Municipal Airport,42.5625,-99.03790283203125,2130,US
K8V3,Parkston Municipal Airport,43.37919998168945,-97.97119903564453,1415,US
K8V7,Springfield Municipal Airport,37.458698,-102.617996,4390,US
K8W2,New Market Airport,38.65570068359375,-78.70809936523438,975,US
K8WC,Washington County Airport,37.92919921875,-90.73149871826172,959,US
K8Y6,Leaders Clear Lake Airport,45.444400787353516,-93.97109985351562,990,US
K90F,Jewel B Callaham Municipal Airport,34.014,-94.758598,404,US
K91F,Arrowhead Airport,35.15629959106445,-95.62129974365234,851,US
K92F,Chattanooga Sky Harbor Airport,34.368698,-98.682098,1135,US
K93C,Richland Airport,43.28340148925781,-90.29830169677734,742,US
K93F,Mignon Laird Municipal Airport,35.60749816894531,-99.70469665527344,2084,US
K93Y,David City Municipal Airport,41.23089981,-97.12290192,1617,US
K94E,Whiskey Creek Airport,32.759404,-108.209624,6126,US
K94K,Cassville Municipal Airport,36.6973991394043,-93.90049743652344,1482,US
K94R,Gav Air Airport,29.2661,-96.007698,90,US
K95D,Beulah Airport,47.25080108642578,-101.81400299072266,1791,US
K95E,Stallion Army Air Field,33.814598,-106.643715,4925,US
K95F,Cleveland Municipal Airport,36.28379821777344,-96.46330261230469,912,US
K96D,Walhalla Municipal Airport,48.94060134887695,-97.90280151367188,953,US
K97M,Ekalaka Airport,45.87779998779297,-104.53700256347656,3503,US
K98D,Onida Municipal Airport,44.700801849365234,-100.10099792480469,1874,US
K99N,Bamberg County Airport,33.304500579833984,-81.1083984375,231,US
K99V,Crawford Airport,38.703736,-107.646983,6470,US
K9A0,Lumpkin County Wimpys Airport,34.57929992675781,-84.02069854736328,1311,US
K9A1,Covington Municipal Airport,33.63249969,-83.84960175,809,US
K9A4,Lawrence County Airport,34.659401,-87.348801,588,US
K9A5,Barwick Lafayette Airport,34.6885986328125,-85.29039764404297,777,US
K9C8,Evart Municipal Airport,43.89590072631836,-85.2791976928711,1018,US
K9D0,Highmore Municipal Airport,44.54159927368164,-99.44619750976562,1854,US
K9D1,Gregory Municipal Airport - Flynn Field,43.22169876,-99.40329742,2168,US
K9D2,Harding County Airport,45.58060073852539,-103.52999877929688,2889,US
K9D4,Deck Airport,40.35179901,-76.32959747,523,US
K9D7,Cando Municipal Airport,48.47999954,-99.23590088,1481,US
K9D9,Hastings Airport,42.66360092163086,-85.34629821777344,801,US
K9F0,Dublin Municipal Airport,32.068199157714844,-98.32530212402344,1495,US
K9F8,Hoven Municipal Airport,45.257599,-99.797798,1884,US
K9F9,Sycamore Strip,32.628501892089844,-97.35359954833984,760,US
K9G2,Prices Airport,42.807598,-83.769897,920,US
K9G3,Akron Airport/Jesson Field,43.021099,-78.482498,840,US
K9G8,Ebensburg Airport,40.46120071411133,-78.77519989013672,2099,US
K9K7,Ellsworth Municipal Airport,38.75040054321289,-98.22930145263672,1615,US
K9K8,Kingman Airport Clyde Cessna Field,37.66899872,-98.12390137,1607,US
K9L2,Edwards Af Aux North Base Airport,34.99079895019531,-117.86299896240234,2299,US
K9M4,Ackerman Choctaw County Airport,33.30172,-89.227352,552,US
K9M6,Kelly Airport,32.84920120239258,-91.40390014648438,112,US
K9M8,Sheridan Municipal Airport,34.328399658203125,-92.35099792480469,232,US
K9S2,Scobey Airport,48.807701110839844,-105.43900299072266,2432,US
K9S4,Mineral County Airport,47.16830062866211,-114.85399627685547,2787,US
K9S5,Three Forks Airport,45.87810134887695,-111.56900024414062,4089,US
K9S9,Lexington Airport,45.454102,-119.690001,1634,US
K9U0,Turner Airport,48.85419845581055,-108.40899658203125,3049,US
K9U3,Austin Airport,39.467998,-117.195,5730,US
K9U4,Dixon Airport,41.038299560547,-107.49700164795,6520,US
K9U7,Currant Ranch Airport,38.736000061035156,-115.4800033569336,5181,US
K9V5,Modisett Airport,42.737499,-102.445,3751,US
K9V6,Martin Municipal Airport,43.16559982299805,-101.71299743652344,3293,US
K9V7,Eads Municipal Airport,38.478479,-102.810869,4245,US
K9V9,Chamberlain Municipal Airport,43.7661018371582,-99.32129669189453,1695,US
K9X1,North Houston Airport,30.1534,-95.321999,122,US
K9Y1,Weydahl Field,47.392799377441406,-102.77100372314453,2256,US
KA08,Vaiden Field,32.512401580811,-87.385597229004,225,US
KA09,Eagle Airpark,34.887533,-114.616638,485,US
KA20,Sun Valley Airport,35.00876,-114.566052,725,US
KA24,California Pines Airport,41.412399291992,-120.68399810791,4398,US
KA30,Scott Valley Airport,41.558201,-122.855003,2728,US
KA32,Butte Valley Airport,41.887199401855,-121.9759979248,4243,US
KA34,Dayton Valley Airpark,39.238399505615234,-119.55500030517578,4414,US
KA39,Ak-Chin Regional Airport,32.990806,-111.918528,1300,US
KA50,Colorado Springs East Airport,38.874401,-104.410004,6145,US
KAAA,Logan County Airport,40.15869903564453,-89.33499908447266,597,US
KAAF,Apalachicola Regional Airport,29.72750092,-85.02749634,20,US
KAAO,Colonel James Jabara Airport,37.74760056,-97.22109985,1421,US
KAAP,Andrau Airpark,29.7225,-95.588303,79,US
KAAS,Taylor County Airport,37.358299255371094,-85.30940246582031,921,US
KAAT,Alturas Municipal Airport,41.482736,-120.565671,4378,US
KABE,Lehigh Valley International Airport,40.651773,-75.442797,393,US
KABI,Abilene Regional Airport,32.4113006592,-99.68190002440001,1791,US
KABQ,Albuquerque International Sunport,35.040199,-106.609001,5355,US
KABR,Aberdeen Regional Airport,45.449100494384766,-98.42179870605469,1302,US
KABY,Southwest Georgia Regional Airport,31.532946,-84.196215,197,US
KACB,Antrim County Airport,44.988602,-85.198402,623,US
KACJ,Jimmy Carter Regional Airport,32.110802,-84.188904,468,US
KACK,Nantucket Memorial Airport,41.25310135,-70.06020355,47,US
KACP,Allen Parish Airport,30.75029945373535,-92.68830108642578,107,US
KACQ,Waseca Municipal Airport,44.07350158691406,-93.55290222167969,1126,US
KACT,Waco Regional Airport,31.611299514770508,-97.23049926757812,516,US
KACV,California Redwood Coast-Humboldt County Airport,40.978101,-124.109,221,US
KACY,Atlantic City International Airport,39.45759963989258,-74.57720184326172,75,US
KACZ,Henderson Field,34.717899322509766,-78.00360107421875,39,US
KADC,Wadena Municipal Airport,46.45029830932617,-95.21099853515625,1369,US
KADG,Lenawee County Airport,41.866205,-84.077983,798,US
KADH,Ada Regional Airport,34.805214,-96.671988,1016,US
KADM,Ardmore Municipal Airport,34.30301,-97.0196342,777,US
KADS,Addison Airport,32.9686012268,-96.8364028931,644,US
KADT,Atwood-Rawlins City-County Airport,39.840099,-101.042,2991,US
KADU,Audubon County Airport,41.70140075683594,-94.92050170898438,1287,US
KADW,Joint Base Andrews,38.810799,-76.866997,280,US
KAEG,Double Eagle II Airport,35.145198822021484,-106.79499816894531,5837,US
KAEJ,Central Colorado Regional Airport,38.81420135498047,-106.12100219726562,7946,US
KAEL,Albert Lea Municipal Airport,43.68149948,-93.36720276,1260,US
KAEX,Alexandria International Airport,31.3274,-92.549797,89,US
KAFF,USAF Academy Airfield,38.96969986,-104.8130035,6572,US
KAFJ,Washington County Airport,40.1365013123,-80.29019927979999,1184,US
KAFK,Nebraska City Municipal Airport,40.60689926,-95.86569977,1165,US
KAFN,Jaffrey Airport Silver Ranch Airport,42.805099487300005,-72.0029983521,1040,US
KAFO,Afton Municipal Airport,42.7112007141,-110.942001343,6221,US
KAFP,Anson County Airport - Jeff Cloud Field,35.020599,-80.077103,300,US
KAFW,Fort Worth Alliance Airport,32.987598,-97.318802,722,US
KAGC,Allegheny County Airport,40.354400634765625,-79.9301986694336,1252,US
KAGO,Magnolia Municipal Airport / Ralph C Weiser Field,33.228001,-93.217002,319,US
KAGR,MacDill Air Force Base Auxiliary Field,27.65060043334961,-81.34940338134766,68,US
KAGS,Augusta Regional At Bush Field,33.3699,-81.9645,144,US
KAGZ,Wagner Municipal Airport,43.06330108642578,-98.29620361328125,1475,US
KAHC,Amedee Army Air Field,40.26620102,-120.1529999,4012,US
KAHH,Amery Municipal Airport,45.2811012268,-92.37539672850001,1088,US
KAHN,Athens Ben Epps Airport,33.94860076904297,-83.32630157470703,808,US
KAHQ,Wahoo Municipal Airport,41.2412986755,-96.59400177,1224,US
KAIA,Alliance Municipal Airport,42.0531997681,-102.804000854,3931,US
KAIB,Hopkins Field,38.238800048828,-108.56300354004,5940,US
KAID,Anderson Municipal Darlington Field,40.10860061649999,-85.6129989624,919,US
KAIG,Langlade County Airport,45.15420150756836,-89.11070251464844,1521,US
KAIK,Aiken Regional Airport,33.649399,-81.684998,528,US
KAIO,Atlantic Municipal Airport,41.40729904,-95.04689789,1165,US
KAIT,Aitkin Municipal Steve Kurtz Field,46.54840087890625,-93.67680358886719,1205,US
KAIV,George Downer Airport,33.106499,-88.1978,150,US
KAIY,Atlantic City Municipal Bader Field,39.3600006104,-74.4561004639,8,US
KAIZ,Lee C Fine Memorial Airport,38.0960006714,-92.54949951170002,869,US
KAJG,Mount Carmel Municipal Airport,38.60649872,-87.72669983,429,US
KAJO,Corona Municipal Airport,33.897701263427734,-117.60199737548828,533,US
KAJR,Habersham County Airport,34.49990082,-83.55670166,1448,US
KAJZ,Blake Field,38.786399841308594,-108.06400299072266,5193,US
KAKH,Gastonia Municipal Airport,35.202598,-81.149902,798,US
KAKO,Colorado Plains Regional Airport,40.1755981445,-103.222000122,4714,US
KAKQ,Wakefield Municipal Airport,36.98720169067383,-77.0010986328125,113,US
KAKR,Akron Executive Airport,41.037498,-81.466904,1067,US
KALB,Albany International Airport,42.74829864501953,-73.80169677734375,285,US
KALI,Alice International Airport,27.740900039699998,-98.02690124510002,178,US
KALM,Alamogordo White Sands Regional Airport,32.8399009705,-105.990997314,4200,US
KALN,St Louis Regional Airport,38.89030075069999,-90.0459976196,544,US
KALO,Waterloo Regional Airport,42.557098388671875,-92.40029907226562,873,US
KALS,San Luis Valley Regional Airport/Bergman Field,37.434898,-105.866997,7539,US
KALW,Walla Walla Regional Airport,46.09489822,-118.288002,1194,US
KALX,Thomas C Russell Field,32.914699554399995,-85.9629974365,686,US
KAMA,Rick Husband Amarillo International Airport,35.219398,-101.706001,3607,US
KAMG,Bacon County Airport,31.536100387573242,-82.50659942626953,200,US
KAMN,Gratiot Community Airport,43.322101593,-84.68800354,754,US
KAMT,Alexander Salamon Airport,38.851501,-83.566299,896,US
KAMW,Ames Municipal Airport,41.992001,-93.621803,956,US
KANB,Anniston Regional Airport,33.5882,-85.8581,612,US
KAND,Anderson Regional Airport,34.4945983887,-82.70939636230001,782,US
KANE,Anoka County-Blaine (Janes Field) Airport,45.145,-93.211401,912,US
KANJ,Sault Ste Marie Municipal Sanderson Field,46.47919846,-84.36840057,716,US
KANK,Salida Airport Harriett Alexander Field,38.5383,-106.049004,7523,US
KANP,Lee Airport,38.942902,-76.568398,34,US
KANQ,Tri State Steuben County Airport,41.639702,-85.083504,995,US
KANW,Ainsworth Regional Airport,42.579201,-99.992995,2589,US
KANY,Anthony Municipal Airport,37.158501,-98.079597,1340,US
KAOC,Arco Butte County Airport,43.6035,-113.334,5332,US
KAOH,Lima Allen County Airport,40.706902,-84.026703,975,US
KAOO,Altoona Blair County Airport,40.29639816,-78.31999969,1503,US
KAOV,Ava Bill Martin Memorial Airport,36.971900939941406,-92.68190002441406,1311,US
KAPA,Centennial Airport,39.57009888,-104.848999,5885,US
KAPC,Napa County Airport,38.2132,-122.280998,35,US
KAPF,Naples Municipal Airport,26.1525993347,-81.7752990723,8,US
KAPG,Phillips Army Air Field,39.466202,-76.1688,57,US
KAPH,A P Hill AAF (Fort A P Hill) Airport,38.068902,-77.318298,220,US
KAPN,Alpena County Regional Airport,45.0780983,-83.56030273,690,US
KAPT,Marion County Brown Field,35.060699,-85.585297,641,US
KAPV,Apple Valley Airport,34.575298309299995,-117.185997009,3062,US
KAPY,Zapata County Airport,26.968799591099998,-99.2489013672,422,US
KAQO,Llano Municipal Airport,30.783700942993,-98.662002563477,1102,US
KAQP,Appleton Municipal Airport,45.227500915527344,-96.00430297851562,1020,US
KAQR,Atoka Municipal Airport,34.398300170898,-96.148101806641,590,US
KAQW,Harriman and West Airport,42.695899963378906,-73.17040252685547,654,US
KAQX,Allendale County Airport,32.995098,-81.270203,161,US
KARA,Acadiana Regional Airport,30.0378,-91.883904,24,US
KARB,Ann Arbor Municipal Airport,42.2229995728,-83.74559783939999,839,US
KARG,Walnut Ridge Regional Airport,36.124667,-90.925111,279,US
KARM,Wharton Regional Airport,29.254299,-96.154404,100,US
KARR,Aurora Municipal Airport,41.771900177,-88.47570037839999,712,US
KART,Watertown International Airport,43.99190139770508,-76.02169799804688,325,US
KARV,Lakeland-Noble F. Lee Memorial field,45.92789841,-89.73090363,1629,US
KARW,Beaufort County Airport,32.4122009277,-80.6343994141,10,US
KASD,Slidell Airport,30.3451004,-89.82080078,29,US
KASE,Aspen-Pitkin Co/Sardy Field,39.22320175,-106.8690033,7820,US
KASG,Springdale Municipal Airport,36.176399231,-94.1193008423,1353,US
KASH,Nashua Airport / Boire Field,42.7817,-71.514801,199,US
KASJ,Tri County Airport,36.29750061035156,-77.1708984375,68,US
KASL,Harrison County Airport,32.5205001831,-94.307800293,357,US
KASN,Talladega Municipal Airport,33.569900512699995,-86.05090332030001,529,US
KAST,Astoria Regional Airport,46.158000946,-123.878997803,15,US
KASW,Warsaw Municipal Airport,41.27470016479492,-85.84010314941406,850,US
KASX,John F Kennedy Memorial Airport,46.54850006,-90.91899872,827,US
KASY,Ashley Municipal Airport,46.0238990784,-99.3526000977,2032,US
KATA,Hall Miller Municipal Airport,33.10179901123047,-94.19529724121094,280,US
KATL,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,1026,US
KATS,Artesia Municipal Airport,32.8525009155,-104.468002319,3541,US
KATW,Appleton International Airport,44.258098602299995,-88.5190963745,918,US
KATY,Watertown Regional Airport,44.91400146,-97.15470123,1749,US
KAUG,Augusta State Airport,44.320598602299995,-69.7973022461,352,US
KAUH,Aurora Municipal Al Potter Field,40.89410019,-97.99459839,1803,US
KAUM,Austin Municipal Airport,43.66500092,-92.93340302,1234,US
KAUN,Auburn Municipal Airport,38.95479965,-121.0820007,1539,US
KAUO,Auburn University Regional Airport,32.615101,-85.433998,777,US
KAUS,Austin Bergstrom International Airport,30.197535,-97.662015,542,US
KAUW,Wausau Downtown Airport,44.9262008667,-89.6266021729,1201,US
KAVC,Mecklenburg Brunswick Regional Airport,36.68830109,-78.05449677,441,US
KAVK,Alva Regional Airport,36.77320098876953,-98.6698989868164,1474,US
KAVL,Asheville Regional Airport,35.436199,-82.541801,2165,US
KAVO,Avon Park Executive Airport,27.59119987,-81.52780151,160,US
KAVP,Wilkes Barre Scranton International Airport,41.338500976599995,-75.72339630130001,962,US
KAVQ,Marana Regional Airport,32.4095993042,-111.218002319,2031,US
KAVX,Catalina Airport,33.4049,-118.416,1602,US
KAWG,Washington Municipal Airport,41.276100158691406,-91.67340087890625,754,US
KAWM,West Memphis Municipal Airport,35.1351013184,-90.2343978882,212,US
KAWO,Arlington Municipal Airport,48.16070175,-122.1589966,142,US
KAXA,Algona Municipal Airport,43.0778999329,-94.2720031738,1219,US
KAXH,Houston Southwest Airport,29.506099700927734,-95.47689819335938,68,US
KAXN,Chandler Field,45.8662986755,-95.39469909670001,1425,US
KAXQ,Clarion County Airport,41.225799560546875,-79.44100189208984,1458,US
KAXS,Altus Quartz Mountain Regional Airport,34.697952,-99.3385,1433,US
KAXV,Neil Armstrong Airport,40.49340057,-84.29889679,913,US
KAXX,Angel Fire Airport,36.422000885,-105.290000916,8380,US
KAYE,Fort Devens Moore Army Air Field,42.571961,-71.603766,269,US
KAYS,Waycross Ware County Airport,31.2490997314,-82.39550018310001,142,US
KAYX,Arnold Air Force Base,35.39260101,-86.08580017,1067,US
KAZC,Colorado City Municipal Airport,36.95989990234375,-113.01399993896484,4874,US
KAZE,Hazlehurst Airport,31.884700775146484,-82.64739990234375,255,US
KAZO,Kalamazoo Battle Creek International Airport,42.234901428222656,-85.5521011352539,874,US
KB16,Whitfords Airport,43.080299377441406,-76.53839874267578,400,US
KB19,Biddeford Municipal Airport,43.4641,-70.472397,157,US
KB21,Sugarloaf Regional Airport,45.08620071411133,-70.21620178222656,885,US
KBAB,Beale Air Force Base,39.136101,-121.436996,113,US
KBAD,Barksdale Air Force Base,32.501801,-93.662697,166,US
KBAF,Westfield-Barnes Regional Airport,42.157799,-72.715599,271,US
KBAK,Columbus Municipal Airport,39.262386,-85.895576,656,US
KBAM,Battle Mountain Airport,40.598999023400005,-116.874000549,4532,US
KBAX,Huron County Memorial Airport,43.78020096,-82.98539734,763,US
KBAZ,New Braunfels Municipal Airport,29.7045,-98.042198,651,US
KBBB,Benson Municipal Airport,45.331901550299996,-95.6505966187,1039,US
KBBD,Curtis Field,31.1793003082,-99.3238983154,1827,US
KBBP,Marlboro County Jetport H.E. Avent Field,34.62170029,-79.73439789,147,US
KBBW,Broken Bow Municipal Airport,41.4365005493,-99.6421966553,2547,US
KBCB,Virginia Tech Montgomery Executive Airport,37.207599639899996,-80.4077987671,2132,US
KBCE,Bryce Canyon Airport,37.706401825,-112.144996643,7590,US
KBCK,Black River Falls Area Airport,44.250701904296875,-90.85530090332031,836,US
KBCT,Boca Raton Airport,26.3784999847,-80.1076965332,13,US
KBDE,Baudette International Airport,48.7284011841,-94.612197876,1086,US
KBDG,Blanding Municipal Airport,37.58330154,-109.4830017,5868,US
KBDJ,Boulder Junction Payzer Airport,46.1374015808,-89.64600372310001,1666,US
KBDL,Bradley International Airport,41.93851,-72.688066,173,US
KBDN,Bend Municipal Airport,44.09479904,-121.2009964,3460,US
KBDQ,Morrilton Municipal Airport,35.1362,-92.713501,321,US
KBDR,Igor I Sikorsky Memorial Airport,41.16350173950195,-73.1261978149414,9,US
KBDU,Boulder Municipal Airport,40.0393981934,-105.225997925,5288,US
KBDX,Broadus Airport,45.4333000183,-105.416999817,3031,US
KBEA,Beeville Municipal Airport,28.361900329589844,-97.79100036621094,268,US
KBEC,Beech Factory Airport,37.694499969499994,-97.21499633790002,1408,US
KBED,Laurence G Hanscom Field,42.47000122,-71.28900146,133,US
KBEH,Southwest Michigan Regional Airport,42.128601074200006,-86.4284973145,643,US
KBFA,Boyne Mountain Airport,45.16579818725586,-84.92410278320312,719,US
KBFD,Bradford Regional Airport,41.8031005859375,-78.64009857177734,2143,US
KBFE,Terry County Airport,33.173099517822266,-102.19300079345703,3264,US
KBFF,Western Neb. Rgnl/William B. Heilig Airport,41.87400055,-103.5960007,3967,US
KBFI,Boeing Field King County International Airport,47.529999,-122.302002,21,US
KBFK,Buffalo Municipal Airport,36.863300323486,-99.618698120117,1822,US
KBFL,Meadows Field,35.433601,-119.056999,510,US
KBFM,Mobile Downtown Airport,30.626800537100003,-88.06809997559999,26,US
KBFR,Virgil I Grissom Municipal Airport,38.84000015,-86.44539642,727,US
KBFW,Silver Bay Municipal Airport,47.249001,-91.415604,1089,US
KBGD,Hutchinson County Airport,35.700901031499995,-101.393997192,3055,US
KBGE,Decatur County Industrial Air Park,30.9715004,-84.63739777,141,US
KBGF,Winchester Municipal Airport,35.1775016784668,-86.06620025634766,979,US
KBGM,Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736,1636,US
KBGR,Bangor International Airport,44.8074,-68.828102,192,US
KBHB,Hancock County-Bar Harbor Airport,44.45000076,-68.3615036,83,US
KBHC,Baxley Municipal Airport,31.71380043029785,-82.393798828125,201,US
KBHK,Baker Municipal Airport,46.347599,-104.259002,2975,US
KBHM,Birmingham-Shuttlesworth International Airport,33.562901,-86.753502,650,US
KBID,Block Island State Airport,41.1680984497,-71.577796936,108,US
KBIE,Beatrice Municipal Airport,40.301300048799995,-96.75409698490002,1324,US
KBIF,Biggs Army Air Field (Fort Bliss),31.84950066,-106.3799973,3946,US
KBIH,Eastern Sierra Regional Airport,37.3731002808,-118.363998413,4124,US
KBIJ,Early County Airport,31.397499084472656,-84.8947982788086,214,US
KBIL,Billings Logan International Airport,45.807701,-108.542999,3652,US
KBIS,Bismarck Municipal Airport,46.772701263427734,-100.74600219726562,1661,US
KBIV,West Michigan Regional Airport,42.742901,-86.107399,698,US
KBIX,Keesler Air Force Base,30.4104003906,-88.92440032959999,33,US
KBJC,Rocky Mountain Metropolitan Airport,39.90879822,-105.1169968,5673,US
KBJI,Bemidji Regional Airport,47.50939941,-94.93370056,1391,US
KBJJ,Wayne County Airport,40.874801635699995,-81.88829803470001,1136,US
KBKD,Stephens County Airport,32.71900177,-98.89099884030001,1284,US
KBKE,Baker City Municipal Airport,44.837299346900004,-117.808998108,3373,US
KBKF,Buckley Space Force Base,39.701698,-104.751999,5662,US
KBKL,Burke Lakefront Airport,41.51750183105469,-81.68329620361328,583,US
KBKN,Blackwell Tonkawa Municipal Airport,36.74509811,-97.34960175,1030,US
KBKS,Brooks County Airport,27.20680046,-98.12120056,113,US
KBKT,Allen C Perkinson Blackstone Army Air Field,37.0741996765,-77.9574966431,439,US
KBKV,Hernando County Airport,28.47360039,-82.45539856,76,US
KBKW,Raleigh County Memorial Airport,37.787300109899995,-81.1241989136,2504,US
KBKX,Brookings Regional Airport,44.304798,-96.816902,1648,US
KBLF,Mercer County Airport,37.295799255371094,-81.20770263671875,2857,US
KBLH,Blythe Airport,33.6192016602,-114.717002869,399,US
KBLI,Bellingham International Airport,48.79280090332031,-122.53800201416016,170,US
KBLM,Monmouth Executive Airport,40.18690109,-74.12490082,153,US
KBLU,Blue Canyon Nyack Airport,39.2750015259,-120.709999084,5284,US
KBLV,Scott AFB/Midamerica Airport,38.5452,-89.835197,459,US
KBMC,Brigham City Regional Airport,41.552399,-112.061996,4229,US
KBMG,Monroe County Airport,39.145999908447266,-86.61669921875,846,US
KBMI,Central Illinois Regional Airport at Bloomington-Normal,40.4771,-88.915901,871,US
KBML,Berlin Regional Airport,44.57540131,-71.17590332,1161,US
KBMQ,Burnet Municipal Kate Craddock Field,30.73889923095703,-98.23860168457031,1284,US
KBMT,Beaumont Municipal Airport,30.070635,-94.215746,32,US
KBNA,Nashville International Airport,36.1245002746582,-86.6781997680664,599,US
KBNG,Banning Municipal Airport,33.922548,-116.850672,2219,US
KBNL,Barnwell Regional Airport,33.25780106,-81.38829803,246,US
KBNO,Burns Municipal Airport,43.5918998718,-118.955001831,4148,US
KBNW,Boone Municipal Airport,42.0495986938,-93.8476028442,1160,US
KBOI,Boise Air Terminal/Gowen Field,43.5644,-116.223,2871,US
KBOS,Logan International Airport,42.3643,-71.005203,20,US
KBOW,Bartow Executive Airport,27.943399,-81.783401,125,US
KBPG,Big Spring Mc Mahon-Wrinkle Airport,32.212601,-101.522003,2573,US
KBPI,Miley Memorial Field,42.58509827,-110.1110001,6990,US
KBPK,Ozark Regional Airport,36.3689002991,-92.47049713130001,928,US
KBPP,Bowman Municipal Airport,46.187,-103.428001,2958,US
KBPT,Jack Brooks Regional Airport,29.9508,-94.020699,15,US
KBQK,Brunswick Golden Isles Airport,31.258800506591797,-81.46649932861328,26,US
KBQP,Morehouse Memorial Airport,32.75510025,-91.88189697,168,US
KBQR,Buffalo Lancaster Regional Airport,42.92229843,-78.61229706,750,US
KBRD,Brainerd Lakes Regional Airport,46.39830017,-94.13809967,1232,US
KBRL,Southeast Iowa Regional Airport,40.783199310302734,-91.12550354003906,698,US
KBRO,Brownsville South Padre Island International Airport,25.90679931640625,-97.4259033203125,22,US
KBRY,Samuels Field,37.8143005371,-85.4996032715,669,US
KBST,Belfast Municipal Airport,44.409400939941406,-69.01190185546875,198,US
KBTA,Blair Municipal Airport,41.41809844970703,-96.11360168457031,1325,US
KBTF,Skypark Airport,40.8694000244,-111.927001953,4234,US
KBTL,Battle Creek Executive Airport at Kellogg Field,42.307301,-85.251503,952,US
KBTM,Bert Mooney Airport,45.95479965209961,-112.49700164794922,5550,US
KBTN,Britton Municipal Airport,45.815200805664,-97.743103027344,1318,US
KBTP,Pittsburgh/Butler Regional Airport,40.776901,-79.949699,1248,US
KBTR,Baton Rouge Metropolitan Airport,30.533199,-91.149597,70,US
KBTV,Burlington International Airport,44.471900939899996,-73.15329742429999,335,US
KBTY,Beatty Airport,36.8610992432,-116.787002563,3170,US
KBUB,Cram Field,41.776699066199996,-99.14969635010002,2182,US
KBUF,Buffalo Niagara International Airport,42.94049835,-78.73220062,728,US
KBUM,Butler Memorial Airport,38.2897987366,-94.3401031494,892,US
KBUR,Bob Hope Airport,34.197703,-118.356378,778,US
KBUU,Burlington Municipal Airport,42.69070053100586,-88.30460357666016,779,US
KBUY,Burlington Alamance Regional Airport,36.048500061035156,-79.47489929199219,617,US
KBVI,Beaver County Airport,40.7724990845,-80.39140319820001,1253,US
KBVN,Albion Municipal Airport,41.728599548339844,-98.05580139160156,1806,US
KBVO,Bartlesville Municipal Airport,36.76250076,-96.01119995,711,US
KBVS,Skagit Regional Airport,48.4709014893,-122.42099762,144,US
KBVX,Batesville Regional Airport,35.7262001,-91.64730072,465,US
KBVY,Beverly Regional Airport,42.584202,-70.916496,107,US
KBWC,Brawley Municipal Airport,32.99290085,-115.5169983,-128,US
KBWD,Brownwood Regional Airport,31.793600082399998,-98.9564971924,1387,US
KBWG,Bowling Green Warren County Regional Airport,36.964500427199994,-86.41970062259999,547,US
KBWI,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,146,US
KBWP,Harry Stern Airport,46.2440986633,-96.6073989868,968,US
KBWW,Bowman Regional Airport,46.1655193,-103.30075,2965,US
KBXA,George R Carr Memorial Air Field,30.813699722299997,-89.8649978638,119,US
